CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,CodingScore,PlacementStatus
7.99,1,3,2,83,4.32,Yes,No,86,81,20,Placed
7.35,1,3,2,74,3.98,No,No,75,70,8,NotPlaced
7.52,1,3,2,76,3.93,No,Yes,58,78,8,NotPlaced
7.18,2,1,1,68,4.31,Yes,No,60,67,19,NotPlaced
6.94,0,3,0,76,3.57,No,Yes,62,67,9,NotPlaced
8.31,1,3,0,89,4.76,Yes,Yes,83,83,20,Placed
8.29,2,3,2,82,4.8,Yes,Yes,76,80,19,Placed
7.83,2,2,2,87,4.14,Yes,Yes,76,78,21,Placed
7.83,0,2,2,76,3.95,No,No,67,75,14,NotPlaced
7.68,2,1,2,80,4.47,No,Yes,74,84,14,Placed
7.86,2,3,0,88,4.59,Yes,Yes,70,77,29,Placed
8.6,1,3,2,82,4.66,No,No,61,66,17,NotPlaced
7.59,1,3,2,79,3.82,No,No,69,72,9,NotPlaced
7.48,1,2,2,85,4.57,Yes,Yes,70,75,20,Placed
6.82,2,2,1,83,4.46,No,No,55,70,10,NotPlaced
7.07,1,3,0,78,4.35,No,No,67,61,6,NotPlaced
8.0,2,2,0,90,4.8,Yes,Yes,71,79,20,Placed
8.5,0,2,2,84,4.8,Yes,Yes,80,77,23,Placed
7.74,1,3,0,85,4.6,Yes,Yes,83,79,22,Placed
7.77,2,3,1,83,4.2,No,Yes,61,57,14,NotPlaced
8.14,1,3,2,72,4.51,No,Yes,67,66,13,NotPlaced
7.61,1,3,0,76,3.56,Yes,Yes,70,64,14,NotPlaced
7.56,0,2,0,75,4.5,No,No,63,76,8,NotPlaced
6.52,1,0,1,72,3.98,Yes,No,61,65,11,NotPlaced
6.5,1,2,0,71,4.18,No,No,70,74,13,NotPlaced
8.01,1,3,2,85,4.73,Yes,Yes,77,80,26,Placed
7.82,0,2,2,66,4.1,No,No,74,72,10,NotPlaced
7.73,2,3,2,84,4.54,Yes,Yes,85,81,22,Placed
7.84,2,3,0,82,4.31,Yes,Yes,78,76,21,Placed
7.44,2,3,2,84,4.8,Yes,Yes,85,83,20,Placed
6.92,1,3,2,76,4.35,No,No,63,74,12,NotPlaced
7.93,1,3,2,85,4.45,Yes,Yes,74,81,25,Placed
7.96,1,3,0,71,4.15,No,Yes,72,73,4,NotPlaced
7.56,2,1,2,76,3.85,No,Yes,70,70,13,NotPlaced
7.67,0,1,1,76,4.32,No,Yes,63,66,9,NotPlaced
6.85,0,1,2,71,3.93,Yes,Yes,58,78,13,NotPlaced
7.77,1,3,1,77,4.1,No,Yes,73,84,8,NotPlaced
8.46,2,3,2,79,4.8,No,Yes,77,88,25,Placed
8.5,1,3,2,84,4.21,Yes,Yes,83,86,20,Placed
8.0,1,1,2,82,4.52,Yes,Yes,74,78,25,Placed
7.7,1,3,1,83,4.51,Yes,Yes,71,75,27,Placed
8.26,1,3,1,84,4.63,Yes,Yes,77,74,27,Placed
7.92,0,1,0,76,4.07,No,No,66,65,8,NotPlaced
6.84,1,3,2,73,4.35,No,Yes,60,66,9,NotPlaced
7.93,2,2,2,88,4.5,Yes,Yes,67,75,24,Placed
7.84,2,1,0,75,3.79,No,No,55,69,10,NotPlaced
7.26,1,2,0,78,3.76,No,No,63,66,8,NotPlaced
8.47,1,2,2,86,4.58,Yes,Yes,74,85,21,Placed
8.35,2,2,1,83,4.52,Yes,Yes,69,85,21,Placed
7.77,1,3,1,79,4.15,Yes,No,62,74,15,NotPlaced
7.77,1,3,2,85,4.71,Yes,Yes,78,77,8,Placed
8.59,1,3,2,86,4.4,Yes,Yes,81,74,23,Placed
7.6,1,2,2,75,4.71,No,Yes,62,71,16,NotPlaced
8.64,0,2,0,84,4.09,No,No,71,68,13,NotPlaced
6.63,1,1,0,69,3.82,No,No,69,66,8,NotPlaced
7.78,1,3,0,71,4.59,No,No,69,81,11,NotPlaced
8.31,0,3,2,85,4.67,Yes,Yes,79,74,22,Placed
7.69,2,3,2,86,4.26,No,Yes,86,84,15,Placed
7.53,1,3,0,88,4.59,Yes,Yes,76,80,16,Placed
7.64,1,1,2,77,4.48,No,Yes,64,64,9,NotPlaced
7.95,0,3,2,72,3.7,No,Yes,64,69,3,NotPlaced
7.85,1,2,2,79,4.11,No,No,65,72,11,NotPlaced
7.97,1,1,2,74,4.37,No,Yes,66,63,12,NotPlaced
7.65,1,2,2,88,3.99,No,No,55,61,20,NotPlaced
7.42,1,3,1,74,4.25,No,No,58,70,11,NotPlaced
7.99,0,0,2,81,4.37,Yes,Yes,70,79,15,Placed
7.69,1,2,1,82,3.75,No,No,56,76,19,NotPlaced
7.98,1,3,3,85,4.63,No,Yes,82,86,15,Placed
8.25,1,3,2,90,4.12,Yes,Yes,72,73,21,Placed
7.64,1,1,2,73,4.8,No,No,65,77,14,NotPlaced
6.75,1,3,1,73,4.22,No,Yes,74,74,11,NotPlaced
7.43,0,2,2,74,3.92,No,No,64,66,4,NotPlaced
7.51,0,2,2,74,3.68,No,No,64,72,22,NotPlaced
7.78,1,2,2,82,4.59,Yes,Yes,74,78,18,Placed
7.8,1,3,2,78,4.48,No,Yes,64,71,14,NotPlaced
8.33,1,3,2,89,4.42,Yes,Yes,77,70,22,Placed
7.72,1,3,2,69,4.09,No,No,56,72,10,NotPlaced
7.5,1,1,0,87,4.72,No,Yes,73,80,28,Placed
8.05,2,2,2,90,4.73,Yes,Yes,82,82,19,Placed
6.96,1,2,2,79,4.18,No,Yes,66,68,11,NotPlaced
7.64,1,3,0,82,4.7,Yes,Yes,73,77,30,Placed
6.92,0,3,2,71,3.7,No,No,73,74,13,NotPlaced
7.06,1,2,2,73,3.62,No,No,72,71,13,NotPlaced
6.92,1,2,2,69,4.21,No,Yes,65,68,3,NotPlaced
7.1,1,2,0,83,4.01,No,No,67,70,11,NotPlaced
7.22,1,3,2,69,3.09,No,No,62,74,14,NotPlaced
8.35,1,1,0,73,4.33,Yes,Yes,63,72,12,NotPlaced
7.5,1,1,0,80,3.81,No,No,65,74,12,NotPlaced
7.73,2,3,2,81,4.06,No,Yes,64,67,3,NotPlaced
7.45,2,2,2,76,4.38,No,No,74,77,4,NotPlaced
7.55,1,3,2,75,3.65,No,No,60,79,13,NotPlaced
6.68,1,2,2,82,4.27,No,Yes,62,71,8,NotPlaced
7.17,0,2,2,69,4.37,No,Yes,65,69,12,NotPlaced
7.66,0,2,2,74,4.12,No,No,71,76,11,NotPlaced
8.08,0,3,1,87,4.78,Yes,Yes,76,74,22,Placed
8.1,1,3,2,84,4.71,Yes,Yes,84,72,24,Placed
7.91,0,3,0,78,4.73,Yes,Yes,73,81,20,Placed
8.68,2,3,2,79,4.5,Yes,Yes,79,78,25,Placed
7.34,1,3,1,74,4.17,No,Yes,56,76,6,NotPlaced
7.44,1,2,2,80,3.85,No,No,78,71,5,NotPlaced
7.82,1,1,2,75,4.08,No,No,58,64,8,NotPlaced
8.33,1,2,2,88,3.89,Yes,Yes,73,82,18,Placed
7.43,0,2,0,78,3.5,No,No,71,76,14,NotPlaced
7.47,1,3,1,67,4.8,No,Yes,61,72,10,NotPlaced
7.85,1,1,2,82,4.8,Yes,Yes,76,77,25,Placed
7.42,1,2,2,83,4.4,Yes,No,60,64,13,NotPlaced
7.7,1,3,2,79,4.39,Yes,Yes,73,84,17,Placed
7.6,1,2,0,75,4.32,No,Yes,60,86,9,NotPlaced
7.94,1,2,1,80,4.23,Yes,Yes,61,72,19,NotPlaced
7.43,0,3,0,83,4.71,Yes,Yes,84,88,25,Placed
7.81,1,3,2,85,4.5,Yes,No,77,78,17,Placed
6.96,1,3,3,90,4.48,No,Yes,85,75,27,Placed
7.43,2,2,2,71,4.22,Yes,No,67,71,7,NotPlaced
7.52,1,3,0,86,4.67,Yes,Yes,69,78,15,Placed
7.2,1,1,2,72,4.21,No,No,70,68,13,NotPlaced
7.7,2,3,2,82,4.11,Yes,Yes,84,76,17,Placed
7.46,1,2,0,74,4.28,No,No,64,79,6,NotPlaced
7.26,1,2,1,72,4.26,No,No,74,71,11,NotPlaced
8.51,0,3,2,89,4.56,Yes,Yes,80,77,11,Placed
8.37,1,3,2,85,4.65,Yes,Yes,83,88,20,Placed
7.56,1,2,0,80,4.54,No,No,62,65,5,NotPlaced
8.8,2,1,2,90,4.69,Yes,Yes,86,70,22,Placed
8.47,1,2,0,74,3.87,No,No,66,75,14,NotPlaced
7.39,0,2,0,79,4.49,No,No,70,63,17,NotPlaced
7.04,1,3,0,80,3.92,No,Yes,71,72,12,NotPlaced
8.52,2,3,2,85,4.71,No,Yes,70,84,22,Placed
7.27,2,1,0,73,4.21,Yes,Yes,68,68,10,NotPlaced
7.23,1,3,2,68,4.45,No,No,66,64,17,NotPlaced
7.02,1,3,1,76,4.49,No,No,69,67,16,NotPlaced
8.51,2,3,2,86,4.31,Yes,Yes,76,79,16,Placed
7.81,2,2,0,86,4.27,Yes,Yes,81,79,24,Placed
8.12,0,2,1,76,4.22,No,Yes,69,68,14,NotPlaced
7.98,0,1,0,87,4.43,Yes,Yes,76,81,19,Placed
7.55,0,3,2,82,4.13,No,No,64,68,12,NotPlaced
7.39,1,2,2,84,4.49,Yes,Yes,72,88,23,Placed
7.34,1,2,2,78,4.41,No,No,56,61,5,NotPlaced
7.94,2,3,2,90,4.8,Yes,Yes,70,81,19,Placed
8.16,1,2,0,73,4.4,No,No,67,67,0,NotPlaced
8.26,1,3,1,82,4.59,Yes,Yes,68,82,23,Placed
7.85,2,2,2,87,4.76,Yes,No,84,84,20,Placed
6.85,1,3,0,76,4.11,No,Yes,57,80,12,NotPlaced
8.16,0,2,2,77,3.92,No,No,67,75,12,NotPlaced
8.15,2,3,1,90,4.68,Yes,Yes,79,78,17,Placed
7.84,0,1,2,76,4.52,Yes,No,67,72,11,NotPlaced
7.27,1,1,1,71,4.13,Yes,No,62,75,10,NotPlaced
8.1,2,1,2,86,4.49,Yes,Yes,85,86,21,Placed
8.16,0,3,2,84,4.66,Yes,Yes,77,77,23,Placed
6.73,0,2,0,76,4.38,No,Yes,69,73,6,NotPlaced
7.49,1,1,2,76,3.86,No,No,66,70,20,NotPlaced
7.85,2,2,3,83,4.59,Yes,Yes,64,82,21,Placed
8.27,0,3,2,89,4.53,Yes,Yes,75,81,24,Placed
8.07,0,2,1,74,4.15,No,No,61,69,16,NotPlaced
8.1,2,1,1,66,4.18,Yes,No,65,65,8,NotPlaced
8.22,2,3,2,86,4.41,Yes,Yes,79,78,20,Placed
8.06,2,3,2,87,4.67,Yes,Yes,83,84,21,Placed
7.31,1,3,1,77,4.36,No,Yes,68,73,12,NotPlaced
7.25,2,2,1,79,4.16,No,Yes,62,68,12,NotPlaced
8.0,1,3,2,80,4.44,Yes,Yes,80,84,19,Placed
7.29,2,3,2,76,4.32,Yes,No,75,77,15,NotPlaced
8.83,1,2,0,81,4.73,Yes,Yes,75,79,19,Placed
7.49,2,3,2,86,4.66,Yes,No,64,76,15,Placed
6.57,1,2,2,81,4.59,No,No,68,61,6,NotPlaced
7.12,0,2,0,77,4.05,No,No,63,69,12,NotPlaced
7.26,1,1,2,78,4.05,No,Yes,65,63,9,NotPlaced
7.52,1,3,0,80,3.65,No,No,64,70,13,NotPlaced
7.26,1,1,0,80,4.01,No,No,67,60,12,NotPlaced
8.23,1,3,0,79,4.8,Yes,Yes,77,82,15,Placed
7.61,1,1,0,78,3.64,No,Yes,55,71,12,NotPlaced
7.27,1,2,2,77,4.12,No,Yes,59,63,10,NotPlaced
7.16,0,2,2,69,4.56,No,Yes,62,77,7,NotPlaced
6.5,0,2,0,76,3.46,No,No,59,67,7,NotPlaced
8.24,2,3,1,76,4.12,No,No,57,73,16,NotPlaced
7.68,1,3,2,87,4.15,Yes,Yes,85,86,23,Placed
8.29,1,3,2,76,4.54,Yes,Yes,72,75,13,Placed
7.64,1,3,1,74,4.37,Yes,No,65,78,7,NotPlaced
7.82,1,2,1,82,3.85,No,No,68,78,12,NotPlaced
8.26,0,3,2,82,4.54,Yes,Yes,80,71,20,Placed
8.37,2,3,0,82,4.8,Yes,Yes,69,83,18,Placed
7.08,0,3,2,86,4.29,Yes,Yes,77,83,19,Placed
7.4,0,3,0,67,3.39,No,No,68,71,7,NotPlaced
7.84,1,2,2,82,4.31,No,Yes,64,62,15,NotPlaced
7.41,0,2,0,73,4.01,No,No,61,75,12,NotPlaced
7.97,1,2,1,70,3.78,No,No,66,76,19,NotPlaced
7.27,1,1,2,75,3.74,No,Yes,66,68,9,NotPlaced
7.34,0,2,0,72,4.25,No,Yes,63,66,11,NotPlaced
7.63,1,2,0,81,4.23,No,No,55,73,11,NotPlaced
8.28,2,2,2,90,4.41,Yes,Yes,78,81,20,Placed
7.36,0,2,1,79,4.53,Yes,No,65,65,9,NotPlaced
7.9,1,3,0,83,4.49,Yes,Yes,75,73,16,Placed
8.18,0,2,2,74,3.77,No,No,63,75,17,NotPlaced
6.7,1,2,0,72,4.09,No,No,70,74,7,NotPlaced
7.53,1,3,2,83,4.14,No,Yes,73,82,20,Placed
8.11,1,1,2,90,4.33,Yes,Yes,81,80,26,Placed
8.54,1,2,2,83,4.8,Yes,Yes,73,84,27,Placed
7.3,1,2,1,77,4.17,No,No,62,75,18,NotPlaced
8.54,1,3,2,88,4.3,No,Yes,72,79,18,Placed
8.36,1,2,0,84,4.57,Yes,Yes,77,82,24,Placed
7.84,2,3,0,81,4.44,Yes,Yes,70,82,21,Placed
7.65,1,2,0,79,4.64,Yes,No,64,63,8,NotPlaced
7.31,0,3,2,69,4.53,No,No,67,78,18,NotPlaced
6.94,1,2,0,73,4.45,Yes,No,63,68,10,NotPlaced
7.17,2,2,0,72,4.54,No,No,69,76,16,NotPlaced
7.51,1,2,0,76,4.35,No,Yes,70,69,8,NotPlaced
7.89,1,3,1,77,4.37,Yes,No,67,70,15,NotPlaced
8.76,2,3,2,80,4.35,Yes,Yes,73,81,19,Placed
7.89,2,3,2,73,4.13,Yes,Yes,63,57,16,NotPlaced
7.27,1,1,0,82,4.15,No,No,55,70,15,NotPlaced
8.21,1,3,2,85,4.55,Yes,No,70,79,22,Placed
7.42,2,3,2,90,4.14,Yes,Yes,86,77,15,Placed
7.52,1,1,0,74,4.39,No,Yes,60,77,7,NotPlaced
7.14,1,2,1,88,4.55,No,Yes,72,78,20,Placed
8.47,2,3,2,85,4.37,Yes,Yes,79,77,22,Placed
7.24,1,1,2,70,4.57,No,No,66,71,6,NotPlaced
7.98,1,3,3,71,4.2,No,No,66,61,6,NotPlaced
7.77,1,3,1,85,4.58,Yes,Yes,65,75,25,Placed
8.21,1,3,2,79,4.23,No,No,67,80,17,NotPlaced
7.55,0,3,2,83,3.66,No,No,66,65,6,NotPlaced
7.89,1,2,2,70,4.01,No,Yes,66,76,6,NotPlaced
7.07,1,1,0,73,3.88,Yes,No,68,67,13,NotPlaced
7.29,1,2,1,80,3.96,No,No,66,73,12,NotPlaced
8.0,1,3,2,87,4.7,Yes,Yes,75,74,27,Placed
7.55,1,3,0,81,4.04,No,Yes,74,73,13,NotPlaced
7.64,0,3,2,75,4.2,No,Yes,72,71,11,NotPlaced
8.67,1,1,2,84,4.03,No,No,67,82,10,NotPlaced
8.02,1,1,0,90,4.42,Yes,Yes,74,87,18,Placed
7.73,0,1,0,72,4.36,No,No,68,68,18,NotPlaced
7.35,1,2,2,67,4.06,Yes,No,64,73,16,NotPlaced
6.87,2,2,0,82,4.22,No,No,67,79,4,NotPlaced
8.42,2,2,2,82,4.43,Yes,Yes,75,82,18,Placed
7.87,1,2,0,77,4.2,No,Yes,70,68,14,NotPlaced
8.8,1,3,2,86,4.52,Yes,Yes,72,84,22,Placed
8.38,0,3,2,88,4.5,Yes,Yes,83,85,13,Placed
8.31,2,3,2,77,4.46,Yes,Yes,65,80,17,Placed
8.32,1,3,2,82,4.18,No,Yes,68,61,10,NotPlaced
7.4,1,2,1,77,4.63,No,Yes,65,76,5,NotPlaced
6.99,1,1,2,75,4.37,Yes,Yes,58,66,18,NotPlaced
7.79,2,2,3,77,4.73,Yes,No,81,78,26,Placed
6.97,1,1,1,74,4.01,Yes,Yes,65,63,12,NotPlaced
7.21,1,1,2,81,4.26,No,Yes,69,61,24,NotPlaced
7.76,1,1,2,81,4.63,Yes,Yes,72,86,22,Placed
7.57,1,3,0,82,3.79,No,No,61,63,13,NotPlaced
6.59,1,3,2,79,4.58,No,No,70,73,9,NotPlaced
7.53,0,1,2,76,3.86,Yes,No,65,77,6,NotPlaced
8.82,0,2,1,87,4.22,Yes,Yes,80,80,25,Placed
8.14,0,1,0,87,4.38,Yes,Yes,77,82,17,Placed
7.19,2,2,2,84,3.91,No,Yes,64,73,18,NotPlaced
7.48,2,2,0,71,4.04,No,Yes,59,66,1,NotPlaced
6.88,1,3,0,77,4.04,No,No,69,66,14,NotPlaced
7.51,1,3,1,71,4.2,No,No,55,77,17,NotPlaced
7.5,0,1,2,74,4.25,No,Yes,62,68,17,NotPlaced
7.78,2,3,2,83,4.46,No,Yes,55,74,19,Placed
8.58,2,3,2,90,4.62,Yes,No,69,83,17,Placed
7.19,1,2,2,76,4.17,No,Yes,69,75,13,NotPlaced
7.05,1,3,3,73,3.95,No,Yes,66,71,11,NotPlaced
8.37,1,2,2,89,4.26,Yes,Yes,72,76,29,Placed
8.42,2,3,2,80,4.8,Yes,Yes,82,77,18,Placed
7.95,1,3,2,78,4.4,No,No,67,75,15,NotPlaced
8.3,2,3,2,90,4.41,Yes,Yes,70,74,22,Placed
7.28,0,2,1,72,4.03,No,Yes,65,67,23,NotPlaced
7.66,1,3,2,80,3.65,No,No,64,71,15,NotPlaced
7.59,1,2,0,69,4.51,No,No,67,66,6,NotPlaced
7.81,2,2,2,75,3.93,No,No,67,60,16,NotPlaced
8.17,2,3,2,76,4.73,Yes,Yes,68,83,14,Placed
7.54,1,3,2,79,4.16,No,No,56,82,13,NotPlaced
6.67,2,1,0,71,3.85,No,Yes,73,63,13,NotPlaced
8.17,2,3,0,84,4.66,Yes,Yes,79,84,24,Placed
7.23,1,2,2,74,4.1,No,No,67,66,9,NotPlaced
7.91,1,2,1,76,4.47,No,Yes,56,68,9,NotPlaced
8.17,2,3,2,83,4.54,Yes,Yes,70,83,17,Placed
7.33,0,2,2,84,4.19,No,No,73,65,13,NotPlaced
7.41,0,3,0,72,4.39,No,No,71,73,6,NotPlaced
7.28,1,3,2,75,4.43,No,No,71,64,13,NotPlaced
7.98,1,3,2,90,4.31,Yes,Yes,88,84,22,Placed
7.43,2,2,0,72,3.82,No,Yes,56,74,11,NotPlaced
7.38,0,3,2,72,4.7,No,No,66,72,13,NotPlaced
7.33,0,2,3,68,4.25,No,No,64,62,9,NotPlaced
7.52,1,2,0,78,3.99,No,No,66,61,3,NotPlaced
7.93,1,1,2,68,4.02,No,No,59,72,4,NotPlaced
7.54,0,2,2,74,3.94,No,Yes,65,64,8,NotPlaced
7.11,1,3,0,81,4.35,No,Yes,60,83,23,NotPlaced
7.43,1,3,2,73,4.77,No,No,62,77,5,NotPlaced
7.59,2,1,2,69,3.82,No,Yes,55,67,12,NotPlaced
7.25,2,1,2,71,4.49,No,No,62,64,11,NotPlaced
7.34,0,1,2,69,4.66,No,No,64,71,8,NotPlaced
6.86,1,3,1,77,4.42,Yes,No,63,66,12,NotPlaced
7.08,1,2,0,73,3.44,Yes,No,62,74,15,NotPlaced
7.63,1,1,1,72,3.78,No,No,64,69,16,NotPlaced
8.03,1,3,2,86,4.41,Yes,Yes,74,79,20,Placed
8.51,1,3,2,85,4.34,No,Yes,88,85,22,Placed
8.33,2,3,0,86,4.59,Yes,Yes,77,80,21,Placed
7.64,0,2,2,81,4.23,Yes,No,60,78,15,NotPlaced
7.2,1,2,2,82,4.43,Yes,Yes,84,82,16,Placed
8.48,1,2,2,80,4.21,Yes,Yes,75,86,26,Placed
7.51,0,3,0,76,4.03,No,Yes,61,70,0,NotPlaced
8.22,1,3,2,82,4.72,Yes,Yes,75,80,13,Placed
7.8,1,3,2,75,4.37,No,Yes,65,73,17,NotPlaced
7.46,1,1,0,77,3.7,No,No,62,69,12,NotPlaced
7.41,2,3,0,85,4.64,Yes,Yes,74,80,28,Placed
8.04,2,2,2,83,4.15,No,No,71,72,10,NotPlaced
7.79,1,2,0,74,4.39,No,No,72,67,19,NotPlaced
7.72,0,2,0,73,3.81,No,Yes,61,62,13,NotPlaced
7.58,1,3,2,77,4.22,No,No,60,69,9,NotPlaced
7.69,1,2,0,80,4.12,No,Yes,65,72,20,NotPlaced
7.29,1,3,2,73,4.4,No,Yes,66,77,10,NotPlaced
7.95,1,2,0,90,4.48,Yes,Yes,80,83,22,Placed
7.16,1,1,1,68,4.63,No,No,59,65,15,NotPlaced
7.49,1,3,0,77,3.93,No,Yes,66,74,8,NotPlaced
7.68,0,2,2,73,4.22,No,No,64,71,19,NotPlaced
7.48,1,2,0,81,4.59,No,No,70,67,15,NotPlaced
7.94,0,3,2,70,4.66,No,Yes,61,68,10,NotPlaced
8.15,1,1,0,86,4.8,No,No,78,79,17,Placed
6.83,0,1,2,84,3.8,No,No,64,64,17,NotPlaced
7.24,1,2,0,86,4.05,Yes,Yes,69,75,15,NotPlaced
8.28,0,1,2,76,4.26,No,No,57,72,19,NotPlaced
7.86,1,1,1,86,4.72,Yes,Yes,89,80,18,Placed
7.06,1,2,0,83,3.61,No,Yes,67,68,6,NotPlaced
7.11,1,2,0,84,4.57,No,No,66,70,15,NotPlaced
7.77,2,3,0,78,4.79,No,Yes,64,69,17,NotPlaced
7.12,2,2,0,68,3.48,No,Yes,66,86,15,NotPlaced
7.39,2,3,0,82,3.63,No,No,57,66,7,NotPlaced
7.03,1,3,1,77,4.58,No,Yes,60,71,5,NotPlaced
7.1,1,2,1,76,4.05,No,Yes,68,73,13,NotPlaced
8.01,2,3,2,85,4.49,Yes,Yes,72,80,19,Placed
8.65,1,2,3,88,4.52,Yes,Yes,80,77,20,Placed
7.73,0,2,2,85,4.44,Yes,Yes,80,85,19,Placed
7.12,1,3,2,83,4.3,Yes,Yes,75,69,14,NotPlaced
7.82,2,3,0,86,4.67,Yes,Yes,76,85,24,Placed
7.42,1,1,0,80,3.9,No,No,69,62,10,NotPlaced
7.44,2,1,2,70,4.37,No,No,61,73,0,NotPlaced
8.0,2,3,2,85,4.44,Yes,Yes,70,77,24,Placed
7.39,2,3,2,69,4.04,Yes,No,67,74,12,NotPlaced
7.83,1,3,0,89,4.54,Yes,Yes,72,79,20,Placed
7.4,2,3,0,85,4.43,No,Yes,70,88,26,Placed
8.66,2,2,2,87,4.71,No,Yes,75,87,21,Placed
8.39,1,3,2,84,4.47,Yes,Yes,86,77,30,Placed
8.5,1,3,2,87,4.64,No,Yes,79,83,26,Placed
8.11,1,3,0,70,4.06,Yes,No,62,65,15,NotPlaced
8.04,2,3,1,77,4.42,Yes,No,77,79,18,Placed
8.71,0,3,2,86,4.39,Yes,Yes,71,84,20,Placed
7.15,0,2,2,77,4.8,No,No,64,71,15,NotPlaced
7.93,0,1,0,76,4.08,No,No,69,75,8,NotPlaced
8.01,2,3,0,89,4.53,Yes,Yes,76,86,24,Placed
8.54,2,3,2,87,4.5,Yes,Yes,73,79,20,Placed
7.48,1,2,2,64,4.24,No,No,67,66,20,NotPlaced
7.56,2,3,2,82,4.33,Yes,Yes,79,83,22,Placed
7.43,1,1,3,84,4.2,No,No,67,72,5,NotPlaced
6.9,1,1,3,79,4.01,No,Yes,69,70,5,NotPlaced
7.02,1,3,2,75,4.07,No,No,60,67,10,NotPlaced
8.83,2,3,3,87,4.31,Yes,Yes,64,78,19,Placed
8.39,0,3,2,79,4.38,Yes,Yes,67,82,18,Placed
6.61,0,1,2,81,4.37,No,No,55,70,13,NotPlaced
7.34,2,2,0,73,3.92,Yes,No,57,69,13,NotPlaced
7.78,2,2,0,78,4.37,No,Yes,62,74,6,NotPlaced
7.85,0,3,0,72,3.99,No,Yes,69,71,4,NotPlaced
8.26,1,2,0,72,3.87,No,No,68,68,15,NotPlaced
7.91,0,1,0,76,4.33,No,Yes,62,76,12,NotPlaced
7.45,0,2,2,77,3.89,No,No,76,65,15,NotPlaced
7.7,0,1,2,71,4.48,Yes,Yes,63,60,12,NotPlaced
7.52,1,2,2,77,4.11,No,Yes,73,70,6,NotPlaced
7.62,1,2,2,74,3.88,No,Yes,65,75,9,NotPlaced
7.7,1,3,2,82,4.71,Yes,Yes,70,77,23,Placed
8.38,2,3,2,82,4.46,Yes,Yes,68,85,26,Placed
8.27,0,3,0,89,4.5,Yes,Yes,77,84,16,Placed
8.52,2,3,2,87,4.8,Yes,Yes,78,83,23,Placed
7.25,2,2,1,83,4.01,No,No,62,67,9,NotPlaced
7.87,1,3,2,72,4.4,No,No,68,69,15,NotPlaced
7.42,1,3,2,78,3.96,No,No,63,67,8,NotPlaced
7.78,1,1,2,80,4.25,No,Yes,68,75,13,NotPlaced
7.64,1,2,2,77,3.96,No,No,65,74,7,NotPlaced
7.57,0,2,1,74,3.6,No,No,63,67,0,NotPlaced
6.71,0,1,2,76,4.31,No,Yes,61,72,11,NotPlaced
7.32,0,3,2,83,4.27,Yes,Yes,55,80,19,Placed
7.51,1,2,1,76,3.94,No,Yes,61,69,11,NotPlaced
7.43,0,3,0,77,4.12,Yes,No,55,63,15,NotPlaced
7.04,1,2,3,79,3.85,Yes,No,63,69,11,NotPlaced
7.45,1,2,2,75,4.25,No,No,55,74,14,NotPlaced
7.27,0,3,2,75,4.4,No,Yes,68,76,12,NotPlaced
6.76,1,3,2,77,4.08,No,Yes,63,72,12,NotPlaced
8.32,1,2,2,86,4.64,Yes,No,80,79,20,Placed
7.88,2,3,2,82,4.18,Yes,Yes,73,75,26,Placed
6.91,0,1,1,75,4.2,Yes,No,75,76,11,NotPlaced
7.57,1,1,3,82,3.89,No,Yes,68,58,6,NotPlaced
7.41,1,1,2,74,4.38,No,No,69,66,2,NotPlaced
8.01,1,3,2,82,3.94,No,No,65,61,18,NotPlaced
8.07,1,1,0,74,4.05,No,Yes,58,62,16,NotPlaced
8.28,0,3,2,88,4.54,No,Yes,79,81,21,Placed
8.03,2,2,0,82,4.67,No,Yes,74,80,26,Placed
8.27,2,2,2,81,4.37,Yes,Yes,69,86,21,Placed
7.35,0,1,0,67,4.32,Yes,No,64,65,13,NotPlaced
8.31,2,2,0,84,4.45,Yes,Yes,68,82,20,Placed
8.33,1,3,2,79,4.53,Yes,Yes,72,80,28,Placed
8.85,0,3,0,86,4.43,Yes,Yes,74,81,19,Placed
7.68,2,3,1,90,4.63,Yes,Yes,75,87,26,Placed
7.63,1,1,1,80,4.33,Yes,No,75,71,14,NotPlaced
7.41,0,2,0,75,3.53,No,No,63,78,17,NotPlaced
8.15,0,3,3,85,4.8,Yes,Yes,85,84,15,Placed
6.68,1,3,2,76,4.2,No,No,68,71,5,NotPlaced
8.33,1,3,2,84,4.29,No,No,56,70,13,NotPlaced
7.16,1,3,0,69,4.61,No,Yes,68,80,12,NotPlaced
7.89,0,1,0,78,4.07,No,No,55,74,3,NotPlaced
7.54,2,3,2,88,4.59,No,Yes,64,67,15,Placed
7.98,0,2,0,77,3.94,No,No,72,63,15,NotPlaced
8.05,0,2,0,80,3.97,No,No,66,77,11,NotPlaced
7.4,0,1,0,80,4.8,Yes,Yes,77,80,16,Placed
7.58,1,2,0,77,4.47,No,Yes,67,68,8,NotPlaced
8.72,0,1,2,87,4.43,Yes,Yes,81,81,22,Placed
7.98,2,1,3,90,4.54,Yes,Yes,75,84,27,Placed
8.23,0,1,2,74,4.08,No,No,70,73,10,NotPlaced
7.5,1,2,2,78,4.07,No,Yes,64,76,4,NotPlaced
6.97,1,2,2,74,4.67,No,Yes,66,67,15,NotPlaced
